,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue
2300066,tt1232783,movie,Sorority Row,Sorority Row,0,2009.0,101.0,"Horror,Mystery",39,12,3,12500000,27206120
2300340,tt1232829,movie,21 Jump Street,21 Jump Street,0,2012.0,109.0,"Action,Comedy,Crime",40,16,8,42000000,201585328
2302624,tt1233227,movie,Saw VI,Saw VI,0,2009.0,90.0,"Horror,Mystery",40,8,4,11000000,68233629
2310195,tt1234548,movie,The Men Who Stare at Goats,The Men Who Stare at Goats,0,2009.0,94.0,"Comedy,War",40,8,4,24000000,68729358
2311182,tt1234719,movie,Red Dawn,Red Dawn,0,2012.0,93.0,"Action,Drama",40,16,4,65000000,83183280
2311194,tt1234721,movie,RoboCop,RoboCop,0,2014.0,117.0,"Action,Crime,Sci-Fi",39,11,4,133000000,292379423
2313831,tt1235189,movie,Wild Target,Wild Target,0,2010.0,98.0,"Action,Comedy,Crime",40,8,4,8000000,3453043
2315686,tt1235522,movie,Broken City,Broken City,0,2013.0,109.0,"Action,Crime,Drama",40,4,4,56000000,19701164
2317222,tt1235796,movie,Ondine,Ondine,0,2009.0,111.0,"Drama,Mystery,Romance",40,4,4,12000000,1644755
2323757,tt1236966,movie,May,May,0,2008.0,105.0,Drama,34,4,4,500000,150277
2330206,tt12381026,movie,Cabin Fever,Cabin Fever,0,2020.0,95.0,Drama,27,4,4,1500000,30553394
2332359,tt12384786,movie,Hide and Seek,Hide and Seek,0,2019.0,118.0,"Action,Drama,Sci-Fi",13,4,4,25000000,122644820
2339921,tt12398104,movie,Paranoia,Paranoia,0,2019.0,49.0,Drama,13,4,4,35000000,13785015
2346534,tt1240982,movie,Your Highness,Your Highness,0,2011.0,102.0,"Adventure,Comedy,Fantasy",40,8,4,49900000,26121638
2354583,tt1242432,movie,I Spit on Your Grave,I Spit on Your Grave,0,2010.0,108.0,"Horror,Thriller",40,8,4,2000000,572809
2354739,tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011.0,112.0,"Drama,Mystery,Thriller",40,12,4,7000000,6038942
2355535,tt1242599,movie,Bellflower,Bellflower,0,2011.0,106.0,"Action,Drama,Romance",29,4,4,17000,101236
2359350,tt12432710,movie,Spartacus,Spartacus,0,2005.0,128.0,Music,14,0,2,12000000,60000000
2363199,tt1243957,movie,The Tourist,The Tourist,0,2010.0,103.0,"Action,Adventure,Crime",40,16,4,100000000,278346189
2363298,tt1243974,movie,Aloha,Aloha,0,2015.0,105.0,"Comedy,Drama,Romance",40,4,4,37000000,26250020
2367163,tt1244659,movie,Extraordinary Measures,Extraordinary Measures,0,2010.0,106.0,Drama,37,5,4,31000000,15134293
2367186,tt1244663,movie,Captive,Captive,0,2008.0,45.0,Thriller,34,4,3,2000000,2801508
2367687,tt1244754,movie,Conviction,Conviction,0,2010.0,107.0,"Biography,Crime,Drama",40,4,4,12500000,6732980
2371903,tt1245492,movie,This Is the End,This Is the End,0,2013.0,107.0,Comedy,40,12,8,32000000,126041322
2372080,tt1245526,movie,RED,RED,0,2010.0,111.0,"Action,Comedy,Crime",40,16,4,58000000,71664962
2384688,tt1247704,movie,Women in Trouble,Women in Trouble,0,2009.0,92.0,"Comedy,Drama",36,4,4,3000000,18097
2400289,tt12504236,movie,Knock Knock,Knock Knock,0,2020.0,50.0,Thriller,7,4,4,2500000,5214043
2402342,tt1250777,movie,Kick-Ass,Kick-Ass,0,2010.0,117.0,"Action,Comedy,Crime",40,16,4,28000000,96188903
2404509,tt12511594,movie,Knock Knock,Knock Knock,0,2020.0,50.0,Thriller,7,4,4,2500000,5214043
2420157,tt1253863,movie,300: Rise of an Empire,300: Rise of an Empire,0,2014.0,102.0,"Action,Drama",37,12,3,110000000,337580051
2420163,tt1253864,movie,Immortals,Immortals,0,2011.0,110.0,"Action,Drama,Fantasy",40,8,4,75000000,226904017
2426553,tt1254978,movie,Daylight,Daylight,0,2010.0,75.0,"Crime,Horror,Thriller",38,14,4,80000000,159212469
2449466,tt1258972,movie,The Man with the Iron Fists,The Man with the Iron Fists,0,2012.0,95.0,Action,40,8,4,15000000,15608545
2452585,tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011.0,95.0,Horror,40,8,4,30000000,66486080
2452875,tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009.0,130.0,"Adventure,Drama,Fantasy",40,8,4,50000000,709827462
2457827,tt12604298,movie,Morning Glory,Morning Glory,0,2007.0,107.0,Drama,9,2,1,40000000,58785180
2466617,tt1261945,movie,Sex and the City 2,Sex and the City 2,0,2010.0,146.0,"Comedy,Drama,Romance",40,12,4,100000000,288347692
2469361,tt1262416,movie,Scream 4,Scream 4,0,2011.0,111.0,"Horror,Mystery",40,4,4,40000000,97138686
2472634,tt1262981,movie,World's Greatest Dad,World's Greatest Dad,0,2009.0,99.0,"Comedy,Drama",40,4,4,10000000,295750
2476623,tt1263670,movie,Crazy Heart,Crazy Heart,0,2009.0,112.0,"Drama,Music,Romance",38,6,4,7000000,39462438
2490096,tt1265990,movie,The Roommate,The Roommate,0,2011.0,94.0,"Drama,Mystery,Thriller",40,4,4,16000000,40492759
2497650,tt1267297,movie,Hercules,Hercules,0,2014.0,98.0,"Action,Adventure,Fantasy",37,9,4,185000000,506788295
2506311,tt1268809,movie,Night of the Demons,Night of the Demons,0,2009.0,93.0,"Action,Comedy,Fantasy",40,12,4,11200000,3109904
2514724,tt1270262,movie,The Devil's Double,The Devil's Double,0,2011.0,109.0,"Biography,Drama,Thriller",40,12,4,19100000,5728213
2517547,tt1270761,movie,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,0,2010.0,99.0,"Fantasy,Horror,Thriller",38,12,2,25000000,36993168
2517942,tt1270835,movie,Hatchet II,Hatchet II,0,2010.0,85.0,"Action,Comedy,Horror",40,4,4,2500000,52604
2520406,tt12712678,movie,Intersection,Intersection,0,2021.0,90.0,Drama,20,4,4,45000000,21355893
2529732,tt1272878,movie,2 Guns,2 Guns,0,2013.0,109.0,"Action,Comedy,Thriller",40,8,4,61000000,131940411
2534276,tt1273678,movie,The Spy Next Door,The Spy Next Door,0,2010.0,94.0,"Action,Comedy,Family",39,12,4,28000000,45236543
2536505,tt1274300,movie,The Tempest,The Tempest,0,2010.0,110.0,"Comedy,Drama,Fantasy",39,8,4,20000000,346594
2538240,tt1276104,movie,Looper,Looper,0,2012.0,113.0,"Action,Drama,Sci-Fi",40,4,4,30000000,47042000
2540021,tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012.0,95.0,"Adventure,Animation,Comedy",40,32,12,145000000,746921274
2541930,tt1279935,movie,Date Night,Date Night,0,2010.0,88.0,"Comedy,Crime,Romance",40,4,4,55000000,152263880
2543986,tt1282140,movie,Easy A,Easy A,0,2010.0,92.0,"Comedy,Drama,Romance",37,4,4,8000000,74952305
2546317,tt1284575,movie,Bad Teacher,Bad Teacher,0,2011.0,92.0,"Comedy,Romance",40,8,4,20000000,216197492
2546740,tt1285016,movie,The Social Network,The Social Network,0,2010.0,120.0,"Biography,Drama",40,8,4,40000000,224920315
2546995,tt1285309,movie,The Joneses,The Joneses,0,2009.0,96.0,"Comedy,Drama",38,6,3,10000000,7022728
2549928,tt1288403,movie,Universal Soldier: Regeneration,Universal Soldier: Regeneration,0,2009.0,97.0,"Action,Adventure,Sci-Fi",37,13,4,14000000,875386
2550063,tt1288558,movie,Evil Dead,Evil Dead,0,2013.0,91.0,"Fantasy,Horror,Thriller",39,12,4,17000000,97542952
2550872,tt1289401,movie,Ghostbusters,Ghostbusters,0,2016.0,117.0,"Action,Comedy,Fantasy",39,19,4,30000000,295212467
2550876,tt1289406,movie,Harry Brown,Harry Brown,0,2009.0,103.0,"Action,Crime,Drama",40,4,4,7300000,10329747
2552537,tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014.0,101.0,"Action,Adventure,Comedy",40,20,4,138500000,679165915
2552944,tt1291580,movie,Behind The Candelabra,Behind the Candelabra,0,2013.0,118.0,"Biography,Drama,Music",37,9,4,23000000,15600000
2552948,tt1291584,movie,Warrior,Warrior,0,2011.0,140.0,"Action,Drama,Sport",39,11,4,25000000,23057115
2555476,tt1294213,movie,Solitary Man,Solitary Man,0,2009.0,90.0,"Comedy,Drama,Romance",37,4,8,15000000,5024782
2555901,tt1294688,movie,Last Night,Last Night,0,2010.0,93.0,"Drama,Romance",40,4,4,7000000,7644937
2559003,tt1297919,movie,Blitz,Blitz,0,2011.0,97.0,"Action,Crime,Thriller",40,8,4,15774948,741875
2559696,tt1298649,movie,The Watch,The Watch,0,2012.0,102.0,"Comedy,Sci-Fi",40,12,4,68000000,68267862
2559697,tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011.0,137.0,"Action,Adventure,Fantasy",40,20,4,380000000,1021683000
2559751,tt1298713,movie,Passengers,Passengers,0,2009.0,82.0,Drama,36,4,4,25000000,2000000
2561831,tt1300851,movie,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,0,2009.0,118.0,"Action,Crime,Thriller",39,7,4,8000000,10629321
2562941,tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,0,2011.0,90.0,"Action,Adventure,Animation",40,16,4,150000000,665692281
2562995,tt1302067,movie,Yogi Bear,Yogi Bear,0,2010.0,81.0,"Adventure,Animation,Comedy",40,20,4,80000000,201584141
2564684,tt1303828,movie,Defendor,Defendor,0,2009.0,101.0,"Comedy,Crime,Drama",40,4,4,3500000,44462
2566348,tt1305583,movie,Our Family Wedding,Our Family Wedding,0,2010.0,103.0,"Comedy,Romance",40,12,4,14000000,21409028
2566354,tt1305591,movie,Mars Needs Moms,Mars Needs Moms,0,2011.0,88.0,"Action,Adventure,Animation",39,11,4,150000000,38992758
2567696,tt1306980,movie,50/50,50/50,0,2011.0,100.0,"Comedy,Drama,Romance",39,4,4,8000000,39187783
2567780,tt1307068,movie,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,0,2012.0,101.0,"Adventure,Comedy,Drama",40,4,4,10000000,9636289
2569363,tt1308729,movie,Bullet to the Head,Bullet to the Head,0,2012.0,92.0,"Action,Crime,Thriller",37,9,4,55000000,9489829
2571581,tt1311067,movie,Halloween II,Halloween II,0,2009.0,105.0,Horror,40,4,4,17500000,64955285
2571595,tt1311082,movie,The Pit and the Pendulum,The Pit and the Pendulum,0,2009.0,87.0,"Horror,Thriller",40,8,4,2200000,2000000
2573504,tt1313092,movie,Animal Kingdom,Animal Kingdom,0,2010.0,113.0,"Crime,Drama",40,4,4,5000000,1000000
2573522,tt1313113,movie,The Firm,The Firm,0,2009.0,90.0,"Comedy,Drama,Mystery",40,8,4,42000000,270248367
2574993,tt1314655,movie,Devil,Devil,0,2010.0,80.0,"Horror,Mystery,Thriller",40,8,4,10000000,33583175
2578660,tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011.0,105.0,"Action,Drama,Sci-Fi",40,12,4,93000000,482860185
2579676,tt1319569,movie,Home,Home,0,2008.0,98.0,Drama,38,24,4,135000000,368871007
2580319,tt1320244,movie,The Last Exorcism,The Last Exorcism,0,2010.0,87.0,"Horror,Mystery,Thriller",40,8,4,1800000,67738090
2580328,tt1320253,movie,The Expendables,The Expendables,0,2010.0,103.0,"Action,Adventure,Thriller",40,8,4,80000000,274470394
2580334,tt1320261,movie,Gulliver's Travels,Gulliver's Travels,0,2010.0,85.0,"Adventure,Comedy,Family",40,12,4,140000000,237382724
2581507,tt1321509,movie,Death at a Funeral,Death at a Funeral,0,2010.0,92.0,Comedy,40,4,4,30000000,49050932
2581509,tt1321511,movie,Oldboy,Oldboy,0,2013.0,104.0,"Action,Drama,Mystery",38,10,4,30000000,4861022
2581838,tt1321860,movie,The Beaver,The Beaver,0,2011.0,91.0,Drama,40,4,4,21000000,970816
2581844,tt1321870,movie,Gangster Squad,Gangster Squad,0,2013.0,113.0,"Action,Crime,Drama",34,5,1,60000000,105200903
2582227,tt1322269,movie,August: Osage County,August: Osage County,0,2013.0,121.0,"Comedy,Drama",38,4,4,25000000,74188937
2582268,tt1322312,movie,Going the Distance,Going the Distance,0,2010.0,102.0,"Comedy,Romance",40,4,4,32000000,42045846
2582970,tt1323045,movie,Frozen,Frozen,0,2010.0,93.0,"Adventure,Drama,Thriller",40,4,4,150000000,1277284869
2583495,tt1323594,movie,Despicable Me,Despicable Me,0,2010.0,95.0,"Animation,Comedy,Family",40,12,8,69000000,543513985
2584819,tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0,2011.0,117.0,"Adventure,Drama,Fantasy",40,8,4,110000000,712171856
2584823,tt1325004,movie,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,0,2010.0,124.0,"Adventure,Drama,Fantasy",40,8,4,68000000,698491347
2586877,tt1327194,movie,The Lucky One,The Lucky One,0,2012.0,101.0,"Drama,Mystery,Romance",40,8,4,25000000,99357138
2587389,tt1327773,movie,Lee Daniels' The Butler,The Butler,0,2013.0,132.0,"Biography,Drama",40,8,4,25000000,115922175
2590519,tt1331062,movie,Oblivion,Oblivion,0,2006.0,78.0,Drama,19,0,4,120000000,286168572
2590521,tt1331064,movie,Paper Heart,Paper Heart,0,2009.0,88.0,"Comedy,Drama,Romance",33,8,4,1000000,1296971
2592502,tt1333125,movie,Movie 43,Movie 43,0,2013.0,94.0,Comedy,40,70,52,6000000,32438988
2593547,tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010.0,103.0,"Drama,Romance,Sci-Fi",40,8,4,15000000,9455232
2593786,tt1334512,movie,Arthur,Arthur,0,2011.0,110.0,"Comedy,Romance",40,8,4,47000000,141197079
2593789,tt1334515,movie,Bad Company,Bad Company,0,2010.0,87.0,Thriller,39,8,4,70000000,65977295
2593790,tt1334519,movie,Brothers,Brothers,0,2008.0,116.0,Drama,36,5,4,26000000,43318349
2595191,tt1335975,movie,47 Ronin,47 Ronin,0,2013.0,128.0,"Action,Drama,Fantasy",40,12,4,175000000,150962475
2595217,tt1336006,movie,The Revenant,The Revenant,0,2009.0,117.0,"Comedy,Fantasy,Horror",24,3,3,135000000,532950503
2595781,tt1336608,movie,Rock of Ages,Rock of Ages,0,2012.0,123.0,"Comedy,Drama,Musical",40,12,4,75000000,59418613
2596316,tt1337173,movie,Valentine's Day,Valentine's Day,0,2008.0,56.0,"Comedy,Thriller",28,4,4,52000000,216485654
2596761,tt1337626,movie,Hamlet,Hamlet,0,2009.0,77.0,Drama,40,4,4,2000000,22279200
2599218,tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015.0,126.0,"Action,Adventure,Sci-Fi",40,16,4,155000000,440603537
2599653,tt1340586,movie,Jack and Jill,Jack and Jill,0,2003.0,97.0,"Horror,Romance",22,6,2,79000000,149673788
2600216,tt1341167,movie,Four Lions,Four Lions,0,2010.0,97.0,"Comedy,Crime,Drama",40,16,4,967686,4270000
2600235,tt1341188,movie,How Do You Know,How Do You Know,0,2010.0,121.0,"Comedy,Drama,Romance",40,4,4,120000000,48668907
2602057,tt1343092,movie,The Great Gatsby,The Great Gatsby,0,2013.0,143.0,"Drama,Romance",40,12,4,111500000,377573619
2602630,tt1343727,movie,Dredd,Dredd,0,2012.0,95.0,"Action,Crime,Sci-Fi",40,12,4,50000000,41037742
2604687,tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012.0,164.0,"Action,Adventure",40,16,4,250000000,1081041287
2606107,tt1347323,movie,Deception,Deception,0,2008.0,58.0,Drama,20,4,8,25000000,17741298
2606302,tt1347522,movie,Her,Her,0,2009.0,45.0,Drama,20,4,8,23000000,47351251
2609191,tt1350546,movie,Redemption,Redemption,0,2011.0,97.0,"Adventure,Drama,Romance",30,4,4,20000000,8352885
2609886,tt1351258,movie,Trapped,Trapped,0,2008.0,90.0,"Horror,Thriller",24,2,2,30000000,6916869
2610291,tt1351685,movie,Jack the Giant Slayer,Jack the Giant Slayer,0,2013.0,114.0,"Adventure,Fantasy",40,16,4,195000000,197687603
2611373,tt1352824,movie,Chloe,Chloe,0,2009.0,96.0,"Drama,Mystery,Romance",40,8,4,15000000,8459458
2614070,tt1355630,movie,If I Stay,If I Stay,0,2014.0,107.0,"Drama,Fantasy,Music",39,8,4,11000000,78874843
2614079,tt1355644,movie,Passengers,Passengers,0,2016.0,116.0,"Drama,Romance,Sci-Fi",39,3,4,25000000,2000000
2614116,tt1355683,movie,Black Mass,Black Mass,0,2015.0,123.0,"Biography,Crime,Drama",39,15,4,53000000,99775678
2619561,tt1361313,movie,The Extra Man,The Extra Man,0,2010.0,108.0,Comedy,40,12,8,7000000,453079
2623154,tt1365050,movie,Beasts of No Nation,Beasts of No Nation,0,2015.0,137.0,"Drama,War",33,7,4,6000000,90777
2624387,tt1366344,movie,The Sitter,The Sitter,0,2011.0,81.0,Comedy,40,8,4,25000000,34942188
2624407,tt1366365,movie,The Cold Light of Day,The Cold Light of Day,0,2012.0,93.0,"Action,Adventure,Thriller",38,6,4,20000000,16863583
2627658,tt1369706,movie,The Ward,The Ward,0,2010.0,89.0,"Horror,Mystery,Thriller",40,8,4,10000000,498974
2629003,tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012.0,172.0,"Action,Drama,Mystery",40,20,12,102000000,130482868
2629039,tt1371150,movie,This Is Where I Leave You,This Is Where I Leave You,0,2014.0,103.0,"Comedy,Drama",38,4,4,19800000,41296320
2629049,tt1371160,movie,The Kid,The Kid,0,2010.0,111.0,Drama,37,9,4,65000000,69700000
2630525,tt1372686,movie,Coriolanus,Coriolanus,0,2011.0,123.0,"Drama,Thriller,War",40,8,4,7700000,1072602
2631225,tt1373405,movie,The Awakening,The Awakening,0,2010.0,83.0,"Horror,Thriller",40,8,4,4798235,209696
2632645,tt1374840,movie,Blood Ties,Blood Ties,0,2009.0,93.0,"Crime,Horror,Mystery",24,8,4,25500000,2415472
2632792,tt1374992,movie,Upside Down,Upside Down,0,2012.0,109.0,"Drama,Fantasy,Romance",40,12,4,60000000,8106475
2633393,tt1375666,movie,Inception,Inception,0,2010.0,148.0,"Action,Adventure,Sci-Fi",40,4,4,160000000,825500000
2633397,tt1375670,movie,Grown Ups,Grown Ups,0,2010.0,102.0,Comedy,40,8,4,80000000,271430189
2633922,tt1376213,movie,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,0,2013.0,100.0,"Adventure,Family,Fantasy",38,12,2,25000000,6399
2636778,tt1379177,movie,The Disappearance of Alice Creed,The Disappearance of Alice Creed,0,2009.0,100.0,"Crime,Thriller",35,4,4,800000,867714
2643244,tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011.0,106.0,"Romance,Sci-Fi,Thriller",38,8,4,50200000,127869379
2643284,tt1385867,movie,Cop Out,Cop Out,0,2010.0,107.0,"Action,Comedy,Crime",40,8,4,30000000,55583804
2643975,tt1386588,movie,The Other Guys,The Other Guys,0,2010.0,107.0,"Action,Comedy,Crime",40,8,4,100000000,170432927
2644083,tt1386703,movie,Total Recall,Total Recall,0,2012.0,118.0,"Action,Adventure,Sci-Fi",40,24,4,190000000,460119995
2646447,tt1389137,movie,We Bought a Zoo,We Bought a Zoo,0,2011.0,124.0,"Comedy,Drama,Family",38,10,4,50000000,120081841
2647671,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015.0,122.0,"Action,Adventure,Biography",40,16,4,100000000,93820758
2647729,tt1390476,movie,Miss Julie,Miss Julie,0,2009.0,93.0,Drama,31,8,4,5500000,5000000
2648370,tt1391137,movie,Why Did I Get Married Too?,Why Did I Get Married Too?,0,2010.0,121.0,"Comedy,Drama,Romance",36,4,4,20000000,60072596
2649388,tt1392170,movie,The Hunger Games,The Hunger Games,0,2012.0,142.0,"Action,Adventure,Sci-Fi",40,12,4,75000000,691210692
2649408,tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015.0,120.0,"Action,Adventure,Sci-Fi",40,12,4,150000000,378436354
2649415,tt1392197,movie,Marmaduke,Marmaduke,0,2010.0,99.0,"Comedy,Family",37,13,4,50000000,83761844
2649431,tt1392214,movie,Prisoners,Prisoners,0,2013.0,153.0,"Crime,Drama,Mystery",40,4,4,46000000,122126687
2653292,tt1396208,movie,Action Replayy,Action Replayy,0,2010.0,129.0,"Comedy,Romance,Sci-Fi",40,16,4,10000000,5000000
2653299,tt1396218,movie,Mr. Popper's Penguins,Mr. Popper's Penguins,0,2011.0,94.0,"Comedy,Family,Fantasy",34,14,4,55000000,187361754
2653307,tt1396226,movie,Twice Born,Venuto al mondo,0,2012.0,127.0,"Drama,Romance,War",40,8,4,13000000,18295
2654347,tt1397280,movie,Taken 2,Taken 2,0,2012.0,92.0,"Action,Thriller",40,8,4,45000000,376141306
2654575,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012.0,94.0,"Action,Adventure,Comedy",40,16,4,79000000,355692760
2655448,tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015.0,147.0,"Biography,Drama,History",40,16,4,28000000,201634991
2656104,tt1399103,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,0,2011.0,154.0,"Action,Adventure,Sci-Fi",40,4,4,195000000,1123746996
2656306,tt1399310,movie,The Shadow,The Shadow,0,2009.0,90.0,Thriller,31,4,4,25000000,48063435
2656659,tt1399683,movie,Winter's Bone,Winter's Bone,0,2010.0,100.0,"Drama,Mystery",39,12,4,2000000,13831503
2658079,tt1401152,movie,Unknown,Unknown,0,2011.0,113.0,"Action,Mystery,Thriller",40,12,4,33700000,134124625
2659379,tt1402488,movie,Happy Feet Two,Happy Feet Two,0,2011.0,100.0,"Adventure,Animation,Comedy",40,24,12,130000000,150406466
2660052,tt1403177,movie,Hesher,Hesher,0,2010.0,106.0,"Comedy,Crime,Drama",36,10,4,7000000,382946
2660686,tt1403865,movie,True Grit,True Grit,0,2010.0,110.0,"Drama,Western",40,12,8,38000000,266526927
2660781,tt1403988,movie,The Romantics,The Romantics,0,2010.0,95.0,"Comedy,Drama,Romance",40,4,4,4500000,123820
2660837,tt1404048,movie,Love,Love,0,2008.0,130.0,Romance,36,8,4,3500000,695269
2661468,tt1404721,movie,Shattered,Shattered,0,2008.0,91.0,Thriller,28,2,2,22000000,11511031
2664756,tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013.0,132.0,"Action,Adventure,Sci-Fi",40,16,4,190000000,467365246
2664900,tt1408253,movie,Ride Along,Ride Along,0,2014.0,99.0,"Action,Comedy,Crime",40,16,4,25000000,153997819
2665638,tt1409024,movie,Men in Black 3,Men in Black 3,0,2012.0,106.0,"Action,Adventure,Comedy",40,8,4,225000000,624026776
2666865,tt1410295,movie,Beauty and the Beast,Beauty and the Beast,0,2010.0,90.0,"Drama,Fantasy,Romance",40,4,4,25000000,377350553
2667792,tt1411238,movie,No Strings Attached,No Strings Attached,0,2011.0,108.0,"Comedy,Romance",40,8,4,25000000,147780440
2667803,tt1411250,movie,Riddick,Riddick,0,2013.0,119.0,"Action,Adventure,Sci-Fi",40,12,4,38000000,98337295
2668239,tt1411697,movie,The Hangover Part II,The Hangover Part II,0,2011.0,102.0,Comedy,40,20,4,80000000,254455986
2668246,tt1411704,movie,Hop,Hop,0,2011.0,95.0,"Adventure,Animation,Comedy",40,12,4,63000000,183953723
2668904,tt1412386,movie,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,0,2011.0,124.0,"Comedy,Drama,Romance",40,8,4,10000000,136836156
2669967,tt1413495,movie,Paranoia,Paranoia,0,2013.0,106.0,"Drama,Thriller",40,12,4,35000000,13785015
2670830,tt1414382,movie,You Again,You Again,0,2010.0,105.0,"Comedy,Romance",40,4,4,20000000,32005248
2671684,tt1415283,movie,Nanny McPhee Returns,Nanny McPhee and the Big Bang,0,2010.0,109.0,"Comedy,Family,Fantasy",40,8,4,35000000,93246388
2674663,tt1418377,movie,"I, Frankenstein","I, Frankenstein",0,2014.0,92.0,"Action,Fantasy,Sci-Fi",40,12,4,65000000,71154592
